tenure,monthly_charges,total_charges,senior_citizen,dependents,tech_support,online_security,num_services,contract,internet_service,payment_method,churn
21,78.51,1535.26,0,1,0,1,1,Two year,DSL,Electronic check,0
45,64.29,2844.2,0,1,1,0,2,Month-to-month,Fiber optic,Electronic check,0
7,23.42,151.81,0,0,1,0,3,Month-to-month,Fiber optic,Credit card,1
64,51.97,3455.09,0,0,0,1,6,One year,No,Mailed check,0
64,101.04,6493.72,0,0,1,1,3,Two year,DSL,Credit card,0
2,88.97,87.56,0,1,1,1,2,One year,Fiber optic,Credit card,0
42,92.49,3850.1,0,1,1,1,6,One year,DSL,Credit card,0
54,89.81,4847.08,0,0,0,1,7,Month-to-month,DSL,Credit card,0
16,51.1,830.28,0,0,0,1,4,Month-to-month,Fiber optic,Credit card,0
18,29.97,473.72,0,0,0,1,5,Month-to-month,Fiber optic,Electronic check,0
59,47.25,2781.0,0,1,0,1,5,Two year,DSL,Electronic check,0
16,103.18,1615.0,0,1,1,0,2,Month-to-month,DSL,Bank transfer,0
6,118.05,653.11,1,0,1,1,7,Two year,Fiber optic,Mailed check,0
57,69.38,3967.64,0,0,1,1,1,Month-to-month,No,Electronic check,1
47,20.97,1024.28,0,0,1,0,3,Two year,DSL,Bank transfer,0
48,34.0,1674.05,0,1,0,1,4,Month-to-month,Fiber optic,Mailed check,1
42,52.21,2221.54,0,1,1,0,8,Month-to-month,DSL,Credit card,0
60,77.86,4646.73,0,0,1,1,5,One year,No,Bank transfer,0
4,27.51,145.77,0,0,0,1,3,Month-to-month,Fiber optic,Bank transfer,1
2,114.34,244.13,0,0,1,0,2,Two year,No,Mailed check,0
59,56.51,3340.79,0,0,0,1,8,One year,DSL,Mailed check,0
27,111.26,2973.44,0,0,0,0,3,Month-to-month,Fiber optic,Credit card,1
27,98.05,2622.51,1,0,1,0,6,Two year,Fiber optic,Electronic check,1
72,95.54,6882.57,0,1,0,0,5,Two year,DSL,Mailed check,0
7,80.67,686.68,0,1,1,0,7,Month-to-month,DSL,Bank transfer,1
63,82.68,5223.9,0,0,0,1,4,Two year,Fiber optic,Mailed check,0
46,83.8,3824.24,0,0,1,1,1,Month-to-month,Fiber optic,Electronic check,0
63,82.87,5179.19,0,0,1,0,1,Month-to-month,DSL,Electronic check,1
12,75.37,879.85,1,1,1,0,6,One year,Fiber optic,Electronic check,0
13,118.64,1651.18,0,1,1,1,8,Month-to-month,DSL,Mailed check,0
43,93.23,3988.93,0,0,1,1,8,Month-to-month,DSL,Credit card,0
17,97.69,1706.07,0,0,1,1,7,Month-to-month,Fiber optic,Mailed check,0
63,107.25,6737.95,0,0,1,0,6,Month-to-month,DSL,Electronic check,0
36,41.56,1509.22,0,0,1,1,3,Two year,Fiber optic,Mailed check,0
8,28.38,266.63,0,0,1,0,1,One year,Fiber optic,Electronic check,1
69,68.29,4683.41,0,0,0,0,5,Two year,Fiber optic,Credit card,0
36,71.41,2538.7,0,0,1,1,7,One year,Fiber optic,Mailed check,0
28,102.92,2964.7,0,0,1,0,4,Month-to-month,No,Credit card,0
47,64.38,3075.09,0,1,1,1,8,Month-to-month,Fiber optic,Mailed check,0
30,77.09,2352.23,1,0,0,1,1,Month-to-month,Fiber optic,Credit card,0
23,72.71,1711.69,1,1,1,0,1,Two year,DSL,Electronic check,0
16,23.82,404.1,0,0,1,1,2,Month-to-month,Fiber optic,Electronic check,0
14,81.52,1242.17,0,0,1,1,1,Month-to-month,Fiber optic,Electronic check,0
71,102.8,7301.0,0,0,1,0,1,Two year,DSL,Bank transfer,0
52,35.75,1887.86,1,0,0,1,5,One year,Fiber optic,Electronic check,0
37,79.43,2866.36,1,0,1,1,7,Month-to-month,DSL,Mailed check,0
29,79.36,2260.19,1,0,1,0,1,Month-to-month,DSL,Credit card,1
67,36.42,2380.1,0,0,0,1,2,Two year,DSL,Electronic check,0
15,32.35,548.95,0,1,1,0,2,Two year,Fiber optic,Electronic check,1
47,118.01,5418.84,0,0,0,0,6,Month-to-month,Fiber optic,Credit card,0
46,59.37,2710.9,0,0,0,1,2,Month-to-month,DSL,Mailed check,1
52,42.74,2072.79,0,1,1,0,1,Two year,Fiber optic,Credit card,0
19,37.13,663.91,0,1,1,1,6,One year,DSL,Mailed check,0
21,86.76,1797.41,0,0,0,1,3,Two year,DSL,Mailed check,0
64,80.94,5249.4,0,0,0,1,3,Month-to-month,Fiber optic,Electronic check,0
37,84.36,3141.15,0,0,0,1,8,Two year,Fiber optic,Credit card,0
27,28.8,735.94,1,0,1,1,8,Month-to-month,DSL,Credit card,0
55,109.35,6067.55,0,0,1,1,5,Month-to-month,DSL,Credit card,1
29,58.93,1709.86,1,0,0,1,8,One year,No,Mailed check,0
20,51.34,1028.68,1,1,0,1,7,Month-to-month,DSL,Credit card,0
25,66.24,1595.87,0,0,0,0,3,Two year,DSL,Mailed check,0
70,59.01,4081.2,0,0,1,1,5,Month-to-month,Fiber optic,Mailed check,0
63,106.36,6659.43,0,0,0,0,8,Two year,Fiber optic,Credit card,0
36,112.93,4067.8,0,0,1,1,5,Month-to-month,Fiber optic,Electronic check,1
2,50.35,104.59,0,0,1,0,6,One year,No,Electronic check,0
22,106.39,2417.78,1,0,0,0,2,Month-to-month,DSL,Electronic check,0
16,98.15,1589.65,0,0,0,0,4,One year,Fiber optic,Bank transfer,1
18,113.08,1900.06,0,1,0,0,5,One year,DSL,Mailed check,0
69,44.58,3089.15,1,0,1,0,7,Month-to-month,Fiber optic,Mailed check,0
54,77.7,4123.3,0,0,1,1,1,Month-to-month,No,Credit card,0
30,47.45,1375.2,0,1,1,0,2,Month-to-month,Fiber optic,Mailed check,0
45,102.41,4567.84,0,1,0,1,1,Two year,Fiber optic,Electronic check,0
19,20.53,356.9,0,0,0,0,1,Month-to-month,No,Bank transfer,0
34,76.48,2531.56,0,1,0,0,8,Month-to-month,DSL,Credit card,0
13,53.92,711.13,0,0,0,1,3,Month-to-month,Fiber optic,Electronic check,0
43,52.27,2177.07,0,0,1,0,1,Two year,No,Bank transfer,0
62,84.49,5256.21,0,0,1,0,6,Month-to-month,Fiber optic,Electronic check,1
22,105.15,2425.15,0,0,1,1,5,Month-to-month,DSL,Mailed check,0
52,80.92,4141.37,0,0,1,0,7,One year,DSL,Electronic check,0
52,105.32,5462.41,0,0,1,0,1,One year,DSL,Electronic check,0
36,46.46,1546.39,0,1,1,0,7,Month-to-month,DSL,Mailed check,0
19,71.95,1352.0,0,0,1,0,1,Two year,Fiber optic,Credit card,0
38,65.05,2504.04,0,0,1,0,8,One year,DSL,Bank transfer,0
70,21.16,1517.23,0,0,0,1,3,Month-to-month,DSL,Credit card,0
57,75.68,4317.63,0,1,0,0,1,Month-to-month,Fiber optic,Bank transfer,0
20,86.15,1767.46,1,1,0,0,5,Two year,Fiber optic,Electronic check,1
9,79.19,840.01,0,0,1,1,5,Month-to-month,Fiber optic,Electronic check,0
32,93.63,3081.78,0,1,1,0,1,Month-to-month,Fiber optic,Credit card,1
4,77.13,282.39,0,1,0,0,5,Month-to-month,DSL,Bank transfer,0
50,26.68,1261.44,1,1,1,1,6,One year,DSL,Credit card,0
5,31.64,137.89,0,0,0,0,8,One year,DSL,Electronic check,0
20,79.65,1545.65,0,0,1,0,6,One year,Fiber optic,Electronic check,0
37,47.5,1780.07,0,0,0,1,5,Month-to-month,DSL,Mailed check,0
22,27.96,556.06,0,1,1,1,3,One year,Fiber optic,Electronic check,0
58,62.96,3648.04,0,1,1,0,7,One year,DSL,Electronic check,0
68,75.43,5171.14,1,1,1,1,2,Month-to-month,No,Mailed check,0
44,52.87,2321.25,0,0,1,0,6,Two year,Fiber optic,Bank transfer,0
34,92.04,3082.04,0,0,1,0,2,Month-to-month,Fiber optic,Electronic check,1
42,84.38,3602.7,0,0,0,0,4,One year,No,Electronic check,0
9,53.28,385.57,0,0,0,0,8,Month-to-month,Fiber optic,Bank transfer,1
7,95.49,652.04,0,0,0,0,7,One year,Fiber optic,Mailed check,0
68,84.87,5769.08,0,0,1,1,2,Two year,No,Mailed check,0
19,83.74,1591.86,0,1,0,1,8,Two year,Fiber optic,Mailed check,0
31,75.34,2344.56,1,0,0,1,6,Month-to-month,No,Credit card,0
35,21.14,770.42,0,1,1,0,6,Month-to-month,Fiber optic,Mailed check,0
57,89.65,5108.28,0,1,1,1,8,Month-to-month,No,Credit card,0
61,57.6,3495.2,0,0,1,1,1,Two year,DSL,Mailed check,0
31,114.26,3521.68,0,0,0,0,5,One year,DSL,Electronic check,0
53,101.8,5364.82,0,1,1,0,2,Month-to-month,Fiber optic,Mailed check,0
32,78.77,2560.02,0,1,1,0,3,Month-to-month,DSL,Mailed check,0
66,45.22,2952.19,0,0,0,0,4,Two year,DSL,Mailed check,0
59,40.37,2424.17,0,0,1,0,1,Month-to-month,DSL,Bank transfer,0
10,54.04,541.35,0,0,0,1,8,Month-to-month,Fiber optic,Electronic check,1
2,67.66,109.26,0,0,1,0,8,Month-to-month,No,Bank transfer,0
66,49.61,3305.18,0,0,0,0,2,Month-to-month,Fiber optic,Bank transfer,0
60,71.49,4253.03,0,1,1,1,5,One year,No,Bank transfer,0
17,36.54,653.09,1,0,1,1,8,Two year,Fiber optic,Mailed check,0
16,117.77,1894.96,0,0,0,1,3,Two year,DSL,Credit card,0
16,30.79,462.82,0,1,0,0,6,Month-to-month,DSL,Mailed check,0
46,113.19,5233.17,1,0,0,1,2,Two year,Fiber optic,Electronic check,0
39,111.36,4370.37,0,1,1,0,5,Month-to-month,DSL,Credit card,0
31,72.54,2306.62,0,0,0,0,2,Month-to-month,DSL,Electronic check,1
1,92.49,140.8,0,0,1,1,1,Two year,Fiber optic,Bank transfer,1
11,63.6,724.16,1,0,0,1,4,Month-to-month,Fiber optic,Electronic check,0
4,83.0,275.62,0,0,1,0,7,Month-to-month,Fiber optic,Electronic check,1
71,54.06,3960.69,0,1,0,1,5,Two year,No,Electronic check,0
26,50.12,1232.94,0,1,1,1,8,Month-to-month,Fiber optic,Mailed check,0
50,77.82,3938.46,0,1,0,1,4,One year,Fiber optic,Electronic check,0
12,69.81,859.28,0,0,1,0,4,Two year,No,Electronic check,0
65,77.95,5008.04,0,1,1,1,6,Month-to-month,DSL,Bank transfer,0
47,48.67,2281.27,0,0,1,0,7,Month-to-month,Fiber optic,Bank transfer,1
53,56.7,3001.16,1,0,0,0,3,Month-to-month,No,Credit card,0
71,28.39,2080.97,0,0,0,0,7,Month-to-month,Fiber optic,Credit card,0
2,25.23,14.79,0,0,1,1,5,Month-to-month,No,Mailed check,1
24,45.35,1075.3,0,0,1,1,3,One year,Fiber optic,Credit card,0
4,27.42,0.0,0,0,0,0,8,Month-to-month,Fiber optic,Mailed check,1
19,30.38,663.96,0,0,0,1,6,Month-to-month,DSL,Mailed check,0
26,101.29,2580.02,1,0,0,0,7,One year,No,Bank transfer,0
40,23.89,971.95,0,0,1,0,4,One year,No,Electronic check,0
50,85.89,4289.43,0,1,1,1,7,Two year,No,Bank transfer,0
43,47.26,2027.28,1,0,1,0,1,Month-to-month,Fiber optic,Mailed check,1
67,107.15,7219.54,0,0,0,0,8,Two year,DSL,Electronic check,0
12,68.5,905.56,1,1,0,1,1,One year,DSL,Electronic check,1
67,50.56,3400.09,1,0,1,1,2,Month-to-month,No,Electronic check,0
27,71.76,1970.27,0,0,0,0,2,Month-to-month,Fiber optic,Credit card,1
54,58.2,3159.24,0,1,0,0,5,Month-to-month,DSL,Credit card,1
66,76.43,5095.26,1,0,1,0,7,One year,Fiber optic,Mailed check,0
49,31.45,1517.9,0,1,0,0,1,Month-to-month,Fiber optic,Electronic check,0
16,119.7,1968.97,0,0,1,0,4,Two year,Fiber optic,Electronic check,0
2,62.56,180.64,0,0,0,1,1,One year,Fiber optic,Credit card,0
60,54.82,3343.33,0,0,0,0,5,Two year,Fiber optic,Electronic check,0
54,91.02,4882.07,0,0,0,1,2,Month-to-month,No,Credit card,1
30,56.39,1683.28,1,0,1,1,8,Month-to-month,DSL,Bank transfer,1
38,103.33,3938.51,1,0,1,1,6,Month-to-month,DSL,Credit card,0
28,65.43,1763.5,1,0,1,0,8,Month-to-month,Fiber optic,Mailed check,0
25,91.96,2378.75,0,1,0,1,2,Two year,No,Bank transfer,1
10,30.75,306.89,0,1,0,1,6,Month-to-month,Fiber optic,Bank transfer,0
60,104.61,6290.8,0,1,0,0,3,Month-to-month,Fiber optic,Credit card,0
42,93.57,3901.09,0,0,1,0,6,Month-to-month,Fiber optic,Credit card,0
40,41.17,1580.46,0,0,0,0,2,Month-to-month,Fiber optic,Bank transfer,0
42,34.53,1420.06,0,0,1,1,7,Two year,No,Bank transfer,0
47,51.63,2437.57,1,0,1,0,4,One year,No,Credit card,0
37,117.61,4385.24,0,1,0,1,7,One year,Fiber optic,Credit card,0
22,45.68,1013.05,0,0,1,1,5,Month-to-month,Fiber optic,Bank transfer,1
57,65.61,3757.11,0,1,0,0,7,Two year,DSL,Electronic check,0
27,23.0,604.15,0,1,0,1,7,One year,Fiber optic,Electronic check,0
41,59.72,2473.33,0,1,0,0,2,Month-to-month,Fiber optic,Credit card,1
34,77.13,2696.56,0,0,1,1,2,Month-to-month,Fiber optic,Electronic check,1
32,115.31,3725.16,0,1,0,1,6,Two year,DSL,Electronic check,0
66,71.67,4770.7,1,1,0,1,4,One year,No,Electronic check,0
12,101.91,1237.62,0,1,0,0,2,One year,Fiber optic,Bank transfer,0
40,74.71,2913.24,0,0,0,1,7,Month-to-month,Fiber optic,Bank transfer,0
10,24.08,188.57,0,0,1,0,4,Month-to-month,DSL,Electronic check,1
48,51.5,2494.74,0,0,0,0,2,One year,Fiber optic,Electronic check,0
20,77.55,1550.45,0,1,1,0,4,One year,No,Bank transfer,0
39,115.06,4509.33,0,1,1,0,2,Month-to-month,Fiber optic,Credit card,0
60,105.91,6438.42,0,0,1,0,5,One year,Fiber optic,Electronic check,0
66,42.84,2863.74,0,1,0,0,3,Month-to-month,DSL,Electronic check,0
65,42.01,2793.59,0,1,0,0,3,One year,Fiber optic,Bank transfer,0
51,40.12,2050.85,0,0,1,1,7,Two year,No,Credit card,0
36,112.25,4000.64,0,0,0,0,1,Two year,Fiber optic,Credit card,0
24,105.27,2523.59,0,0,1,0,3,Month-to-month,No,Bank transfer,0
27,97.49,2591.99,0,1,0,0,7,Month-to-month,No,Credit card,1
2,59.27,196.45,0,0,1,1,4,Two year,No,Electronic check,0
31,70.44,2223.16,0,1,0,1,4,One year,No,Electronic check,1
57,66.43,3812.54,0,0,0,1,6,Month-to-month,DSL,Bank transfer,0
66,45.34,3054.24,1,0,1,1,3,Two year,No,Credit card,0
29,70.5,1943.5,0,0,0,0,6,Month-to-month,DSL,Bank transfer,0
15,23.05,375.16,0,0,0,1,4,Month-to-month,DSL,Credit card,1
12,33.18,332.63,0,0,0,0,5,Month-to-month,DSL,Credit card,0
28,108.66,3042.12,0,0,0,0,4,Month-to-month,Fiber optic,Bank transfer,0
24,95.17,2268.49,0,0,0,1,6,Month-to-month,Fiber optic,Electronic check,0
21,62.29,1341.18,1,0,0,0,5,Two year,Fiber optic,Electronic check,1
10,71.72,728.61,0,0,0,1,5,Month-to-month,DSL,Bank transfer,1
18,57.0,1093.26,1,0,0,1,5,Month-to-month,Fiber optic,Electronic check,1
14,94.08,1287.03,0,0,0,0,2,Two year,Fiber optic,Electronic check,0
34,98.42,3381.74,0,0,1,0,1,One year,Fiber optic,Credit card,0
58,96.33,5595.25,1,1,0,0,8,One year,DSL,Credit card,0
22,92.26,1947.96,0,0,0,0,8,Month-to-month,DSL,Electronic check,1
70,40.45,2785.57,0,0,1,0,6,Two year,DSL,Bank transfer,0
36,53.8,1929.31,1,1,1,1,4,Month-to-month,DSL,Electronic check,1
45,66.98,3069.71,1,1,0,1,2,Month-to-month,Fiber optic,Electronic check,1
36,53.08,1934.07,1,0,1,1,6,Month-to-month,Fiber optic,Bank transfer,0
22,95.49,2042.4,1,0,1,1,1,Month-to-month,DSL,Bank transfer,1
61,52.94,3222.32,0,1,0,0,2,Month-to-month,Fiber optic,Electronic check,0
56,33.82,1994.81,0,1,1,1,4,One year,Fiber optic,Electronic check,0
33,59.9,1982.26,0,0,0,0,6,Month-to-month,No,Electronic check,0
45,117.99,5293.18,1,0,1,0,5,One year,DSL,Credit card,0
36,42.59,1557.83,0,0,0,0,2,Month-to-month,No,Bank transfer,1
20,81.22,1662.57,0,0,0,1,1,Month-to-month,Fiber optic,Mailed check,1
18,63.3,1116.59,0,1,1,0,1,Month-to-month,DSL,Electronic check,1
38,27.1,1054.93,0,0,0,0,1,Two year,No,Bank transfer,0
67,68.79,4592.49,0,0,0,1,6,Two year,Fiber optic,Bank transfer,0
23,90.22,2111.03,0,1,1,1,2,Two year,Fiber optic,Credit card,1
16,71.32,1149.6,0,0,0,0,7,One year,Fiber optic,Electronic check,1
59,107.21,6349.49,0,0,1,0,7,One year,Fiber optic,Credit card,0
69,48.89,3335.45,0,0,0,1,7,One year,DSL,Mailed check,0
68,28.62,1905.1,0,0,1,0,1,One year,DSL,Electronic check,1
21,113.66,2434.13,0,1,0,1,8,Month-to-month,No,Mailed check,0
70,57.82,4043.43,0,0,1,0,3,Month-to-month,No,Mailed check,0
12,77.64,945.93,0,0,0,1,6,Month-to-month,DSL,Credit card,0
16,99.2,1571.88,0,0,1,1,1,Month-to-month,No,Bank transfer,0
14,52.43,778.96,0,1,0,1,1,Month-to-month,Fiber optic,Bank transfer,0
61,91.62,5558.43,0,0,0,0,2,Month-to-month,DSL,Electronic check,1
71,33.54,2374.56,1,0,0,0,7,Month-to-month,Fiber optic,Electronic check,0
46,49.13,2299.28,0,1,0,1,7,Month-to-month,Fiber optic,Mailed check,0
32,34.47,1161.69,1,1,0,0,4,Two year,Fiber optic,Bank transfer,0
15,101.12,1490.61,0,1,1,1,2,Month-to-month,No,Bank transfer,0
44,42.26,1957.42,0,0,0,1,2,Month-to-month,DSL,Electronic check,0
17,91.74,1575.24,0,0,0,0,3,Two year,Fiber optic,Electronic check,0
41,114.33,4635.38,0,0,1,1,4,Month-to-month,Fiber optic,Mailed check,0
54,72.78,3948.57,0,1,1,0,8,Month-to-month,No,Credit card,0
44,74.0,3236.85,0,1,1,1,2,Month-to-month,DSL,Mailed check,1
5,66.1,352.2,0,1,1,1,3,Month-to-month,Fiber optic,Electronic check,0
27,52.59,1417.79,0,1,0,1,2,Month-to-month,No,Electronic check,1
43,67.57,2909.22,0,0,1,1,3,Month-to-month,DSL,Electronic check,1
31,80.28,2443.1,0,1,0,1,6,Month-to-month,Fiber optic,Mailed check,0
17,118.6,2065.7,0,1,1,1,5,Two year,No,Credit card,0
54,113.78,6086.31,0,1,1,0,1,One year,DSL,Credit card,0
62,106.22,6530.2,1,1,1,1,8,One year,No,Mailed check,0
32,108.91,3503.49,0,0,1,0,1,Month-to-month,DSL,Electronic check,1
40,66.78,2751.34,0,0,1,0,2,Month-to-month,DSL,Bank transfer,0
13,85.74,1096.99,0,0,1,0,7,Two year,DSL,Bank transfer,0
35,109.51,3867.9,0,0,0,0,3,Month-to-month,DSL,Electronic check,1
5,59.3,350.17,0,0,0,1,7,Two year,DSL,Credit card,0
29,116.18,3409.95,0,1,1,1,5,Month-to-month,Fiber optic,Credit card,1
70,61.58,4295.04,0,1,0,1,1,Two year,DSL,Mailed check,0
25,80.11,1948.2,1,1,1,0,7,Month-to-month,No,Mailed check,1
22,90.98,1891.18,0,0,1,1,2,Month-to-month,Fiber optic,Bank transfer,0
66,115.06,7580.82,0,0,0,0,6,One year,Fiber optic,Bank transfer,0
45,44.46,2059.6,1,0,1,0,8,One year,Fiber optic,Electronic check,0
69,94.61,6471.88,0,0,1,1,7,Month-to-month,Fiber optic,Electronic check,0
72,72.08,5224.77,1,0,1,0,7,Two year,Fiber optic,Electronic check,0
1,46.86,0.0,0,1,0,0,2,Month-to-month,DSL,Bank transfer,1
44,97.66,4302.34,0,0,1,0,3,Month-to-month,No,Mailed check,1
39,75.22,2968.97,0,0,1,1,4,One year,Fiber optic,Mailed check,0
54,86.1,4616.43,0,0,1,1,6,One year,DSL,Bank transfer,0
29,52.29,1524.93,1,1,1,0,2,Two year,Fiber optic,Mailed check,0
54,68.13,3658.27,0,1,1,0,5,Month-to-month,Fiber optic,Bank transfer,0
16,81.74,1343.1,0,1,0,0,8,Month-to-month,DSL,Mailed check,0
20,60.49,1221.57,0,1,1,0,5,One year,No,Mailed check,0
46,39.84,1835.47,0,0,1,1,4,Month-to-month,Fiber optic,Electronic check,0
67,116.16,7860.64,0,1,1,1,5,Month-to-month,Fiber optic,Credit card,0
65,71.15,4657.87,0,0,1,1,3,Month-to-month,Fiber optic,Bank transfer,0
58,93.39,5382.1,1,0,1,1,2,Month-to-month,No,Electronic check,0
53,61.1,3234.01,0,0,1,1,3,Month-to-month,DSL,Credit card,0
1,55.51,51.72,0,1,0,1,7,Month-to-month,Fiber optic,Bank transfer,1
66,60.72,4011.54,0,1,0,1,8,One year,DSL,Electronic check,0
29,60.92,1892.91,0,0,1,1,4,One year,Fiber optic,Electronic check,0
70,74.42,5227.94,0,0,0,0,4,Month-to-month,DSL,Electronic check,1
8,74.35,493.0,0,1,0,0,3,Month-to-month,DSL,Bank transfer,0
29,69.72,1994.74,0,0,1,1,6,Month-to-month,No,Bank transfer,0
51,33.48,1610.86,0,1,1,1,1,Month-to-month,Fiber optic,Electronic check,1
33,69.61,2280.64,0,0,1,1,4,One year,Fiber optic,Mailed check,0
3,36.91,11.36,0,0,1,1,2,Two year,Fiber optic,Electronic check,0
60,32.61,1913.02,0,0,0,1,6,One year,Fiber optic,Electronic check,0
35,113.26,3888.06,0,0,0,0,4,One year,DSL,Mailed check,0
69,80.5,5573.71,0,1,1,0,3,Month-to-month,DSL,Mailed check,0
20,85.95,1719.03,0,1,1,1,3,Month-to-month,No,Mailed check,0
39,60.18,2362.17,1,0,1,1,5,Two year,Fiber optic,Credit card,0
4,110.9,438.37,0,1,0,0,6,Two year,Fiber optic,Electronic check,1
19,83.79,1522.3,0,1,1,1,1,Month-to-month,No,Electronic check,0
45,96.92,4387.08,0,0,1,0,3,Month-to-month,Fiber optic,Electronic check,0
43,56.86,2541.09,0,0,0,0,7,One year,DSL,Mailed check,0
13,116.0,1528.46,1,0,0,0,5,Month-to-month,DSL,Bank transfer,0
13,102.05,1305.35,0,0,1,1,5,One year,Fiber optic,Bank transfer,0
60,105.39,6252.0,0,0,0,1,2,Two year,No,Mailed check,1
57,37.22,2076.14,0,1,0,0,5,Month-to-month,DSL,Mailed check,1
52,47.1,2471.85,0,0,0,1,1,Two year,DSL,Electronic check,0
53,48.56,2627.34,0,0,0,1,2,Two year,No,Mailed check,0
43,47.09,2037.91,0,0,0,1,3,Two year,DSL,Bank transfer,0
72,105.54,7638.87,0,0,0,1,6,Month-to-month,Fiber optic,Electronic check,0
72,23.19,1705.06,1,0,0,1,7,Month-to-month,DSL,Bank transfer,0
42,27.61,1184.95,0,0,1,1,3,One year,Fiber optic,Bank transfer,0
26,47.39,1199.22,0,0,0,0,5,Month-to-month,Fiber optic,Electronic check,0
23,39.99,928.47,0,0,1,0,4,Month-to-month,DSL,Mailed check,0
43,43.19,1814.75,0,0,1,0,1,Month-to-month,Fiber optic,Credit card,0
28,99.79,2794.99,0,0,0,1,8,One year,Fiber optic,Electronic check,0
9,76.31,703.33,0,0,0,0,8,Month-to-month,Fiber optic,Electronic check,0
20,20.58,495.54,0,0,1,0,1,Month-to-month,Fiber optic,Mailed check,1
56,62.93,3458.59,0,0,0,0,5,Month-to-month,Fiber optic,Bank transfer,0
39,60.79,2394.89,0,0,0,0,1,One year,Fiber optic,Electronic check,0
51,31.39,1674.95,0,0,1,0,8,One year,Fiber optic,Credit card,0
12,87.61,1089.26,0,0,0,1,7,Month-to-month,Fiber optic,Bank transfer,0
55,90.21,5003.2,0,0,1,1,8,Two year,Fiber optic,Credit card,0
11,92.09,1042.37,0,1,1,1,2,Month-to-month,Fiber optic,Electronic check,0
26,92.85,2479.02,0,0,0,1,5,One year,DSL,Credit card,0
42,20.01,786.05,0,0,0,1,4,One year,DSL,Mailed check,0
27,115.39,3046.23,1,0,1,0,8,One year,DSL,Electronic check,0
11,101.42,1115.3,0,1,1,1,3,Month-to-month,No,Credit card,1
38,110.4,4087.14,1,1,0,0,1,Two year,Fiber optic,Electronic check,0
43,21.56,988.61,0,0,0,1,6,Two year,Fiber optic,Credit card,0
19,113.39,2215.45,0,0,0,0,3,One year,DSL,Mailed check,0
64,100.98,6441.05,0,0,0,1,4,Month-to-month,DSL,Credit card,1
6,103.72,603.78,0,0,0,1,4,Month-to-month,No,Mailed check,0
46,29.33,1345.56,0,0,0,1,2,One year,No,Bank transfer,0
42,93.88,3945.56,0,0,1,0,4,Month-to-month,DSL,Electronic check,0
65,115.99,7545.71,0,0,1,1,4,One year,No,Mailed check,0
72,87.85,6353.11,0,0,1,1,1,Month-to-month,Fiber optic,Bank transfer,0
59,77.06,4537.91,0,0,1,0,3,One year,DSL,Bank transfer,0
52,114.56,6004.28,0,1,0,1,6,Month-to-month,Fiber optic,Electronic check,0
47,64.29,3043.93,0,0,0,1,1,Month-to-month,Fiber optic,Mailed check,1
7,79.93,529.16,0,1,1,1,1,Month-to-month,No,Mailed check,1
11,67.63,810.69,0,0,1,0,7,Month-to-month,DSL,Electronic check,0
61,113.28,6842.17,0,0,1,0,5,Month-to-month,DSL,Mailed check,0
68,27.61,1872.87,1,1,0,0,8,One year,DSL,Credit card,0
25,70.11,1801.1,0,0,0,1,6,One year,DSL,Electronic check,0
12,88.7,1028.25,1,0,0,1,5,One year,Fiber optic,Mailed check,0
26,99.19,2594.42,0,0,0,1,2,One year,DSL,Credit card,1
12,78.3,966.77,1,0,0,1,6,Month-to-month,Fiber optic,Electronic check,1
43,110.89,4725.24,0,0,1,1,2,Month-to-month,Fiber optic,Bank transfer,0
51,114.2,5820.58,1,0,0,1,4,Month-to-month,Fiber optic,Bank transfer,0
37,26.43,970.08,0,0,1,0,2,One year,Fiber optic,Bank transfer,0
46,60.24,2743.45,0,0,1,0,7,Month-to-month,Fiber optic,Bank transfer,0
53,22.35,1299.63,0,0,1,1,2,Month-to-month,DSL,Bank transfer,0
13,52.94,650.06,0,0,1,1,4,One year,DSL,Electronic check,0
54,73.69,4029.51,0,1,0,0,8,Two year,DSL,Mailed check,0
57,111.08,6311.92,0,0,1,0,3,One year,DSL,Bank transfer,0
4,104.66,364.31,1,0,1,0,7,One year,DSL,Electronic check,0
49,32.75,1609.89,0,1,0,1,4,One year,DSL,Electronic check,0
7,29.3,237.55,0,0,1,1,4,Month-to-month,Fiber optic,Credit card,0
11,78.93,914.26,0,0,0,0,3,One year,No,Bank transfer,0
54,73.21,4031.45,0,0,0,0,4,Two year,DSL,Mailed check,0
45,46.64,2246.06,0,0,1,1,5,Month-to-month,No,Credit card,0
23,109.95,2541.38,0,0,1,0,2,Month-to-month,DSL,Bank transfer,1
28,112.74,3123.57,1,0,0,0,8,Month-to-month,Fiber optic,Credit card,1
57,60.26,3457.46,0,0,1,0,4,Month-to-month,Fiber optic,Credit card,0
26,109.03,2821.47,0,0,0,0,8,Two year,No,Mailed check,0
25,58.39,1506.05,0,1,1,1,1,Month-to-month,DSL,Bank transfer,0
54,93.68,4993.86,0,0,1,1,2,Month-to-month,DSL,Bank transfer,0
